date,org_file_name,weight_prediction_pixel_mean,weight_prediction_weight,bright
20211125154037,FA0002_GW01_H02_0014_20211125154037_farm_image_real_2192cea442bc.jpg,1982.0,437.1,yes
20211125124629,FA0002_GW01_H01_0002_20211125124629_farm_image_real_9a88599f4e74.jpg,1686.0,370.1,yes
20211125104833,FA0002_GW01_H02_0010_20211125104833_farm_image_real_f79eddee49ce.jpg,1262.0,274.1,yes
20211125123236,FA0002_GW01_H02_0014_20211125123236_farm_image_real_6061f3a245d8.jpg,1443.0,315.1,no
20211125075528,FA0002_GW01_H01_0002_20211125075528_farm_image_real_c1f5c7cf456a.jpg,1906.0,419.9,no
20211125151431,FA0002_GW01_H01_0002_20211125151431_farm_image_real_ed676bb440a4.jpg,1872.0,412.2,no
20211125092042,FA0002_GW01_H02_0013_20211125092042_farm_image_real_7aa144344ea5.jpg,1980.0,436.6,yes
20211125112704,FA0002_GW01_H01_0001_20211125112704_farm_image_real_5a7fab44422e.jpg,1457.0,318.3,no
20211125141635,FA0002_GW01_H01_0002_20211125141635_farm_image_real_384d46f9426a.jpg,1519.0,332.3,no
20211125103835,FA0002_GW01_H01_0007_20211125103835_farm_image_real_167266de430e.jpg,1209.0,262.1,yes
20211125100614,FA0002_GW01_H01_0001_20211125100614_farm_image_real_9847d6184c52.jpg,1458.0,318.5,no
20211125142434,FA0002_GW01_H02_0010_20211125142434_farm_image_real_bf51edc94ac8.jpg,1546.0,338.4,yes
20211125102434,FA0002_GW01_H02_0012_20211125102434_farm_image_real_a91af1b942cb.jpg,1391.0,303.3,yes
20211125120835,FA0002_GW01_H02_0013_20211125120835_farm_image_real_85d321b94651.jpg,1542.0,337.5,yes
20211125134030,FA0002_GW01_H02_0014_20211125134030_farm_image_real_3a697a64443a.jpg,1627.0,356.7,no
20211125105834,FA0002_GW01_H02_0010_20211125105834_farm_image_real_c7fa30aa4db3.jpg,1478.0,323.0,yes
20211125091039,FA0002_GW01_H02_0013_20211125091039_farm_image_real_d5cd9cf14862.jpg,1638.0,359.2,yes
20211125084916,FA0002_GW01_H02_0013_20211125084916_farm_image_real_f60612f244ec.jpg,1566.0,342.9,yes
20211125095608,FA0002_GW01_H01_0001_20211125095608_farm_image_real_ca700afd44ea.jpg,1387.0,302.4,no
